Date,Open,High,Low,Close
16-Jan-15,1992.25,2020.46,1988.12,2019.42
20-Jan-15,2020.76,2028.94,2004.49,2022.55
21-Jan-15,2020.19,2038.29,2012.04,2032.12
22-Jan-15,2034.3,2064.62,2026.38,2063.15
23-Jan-15,2062.98,2062.98,2050.54,2051.82
26-Jan-15,2050.42,2057.62,2040.97,2057.09
27-Jan-15,2047.86,2047.86,2019.91,2029.55
28-Jan-15,2032.34,2042.49,2001.49,2002.16
29-Jan-15,2002.45,2024.64,1989.18,2021.25
30-Jan-15,2019.35,2023.32,1993.38,1994.99
02-Feb-15,1996.67,2021.66,1980.9,2020.85
03-Feb-15,2022.71,2050.3,2022.71,2050.03
04-Feb-15,2048.86,2054.74,2036.72,2041.51
05-Feb-15,2043.45,2063.55,2043.45,2062.52
06-Feb-15,2062.28,2072.4,2049.97,2055.47
09-Feb-15,2053.47,2056.16,2041.88,2046.74
10-Feb-15,2049.38,2070.86,2048.62,2068.59
11-Feb-15,2068.55,2073.48,2057.99,2068.53
12-Feb-15,2069.98,2088.53,2069.98,2088.48
13-Feb-15,2088.78,2097.03,2086.7,2096.99
17-Feb-15,2096.47,2101.3,2089.8,2100.34
18-Feb-15,2099.16,2100.23,2092.15,2099.68
19-Feb-15,2099.25,2102.13,2090.79,2097.45
20-Feb-15,2097.65,2110.61,2085.44,2110.3
23-Feb-15,2109.83,2110.05,2103,2109.66
24-Feb-15,2109.1,2117.94,2105.87,2115.48
25-Feb-15,2115.3,2119.59,2109.89,2113.86
26-Feb-15,2113.91,2113.91,2103.76,2110.74
27-Feb-15,2110.88,2112.74,2103.75,2104.5
02-Mar-15,2105.23,2117.52,2104.5,2117.39
03-Mar-15,2115.76,2115.76,2098.26,2107.78
04-Mar-15,2107.72,2107.72,2087.62,2098.53
05-Mar-15,2098.54,2104.25,2095.22,2101.04
06-Mar-15,2100.91,2100.91,2067.27,2071.26
09-Mar-15,2072.25,2083.49,2072.21,2079.43
10-Mar-15,2076.14,2076.14,2044.16,2044.16
11-Mar-15,2044.69,2050.08,2039.69,2040.24
12-Mar-15,2041.1,2066.41,2041.1,2065.95
13-Mar-15,2064.56,2064.56,2041.17,2053.4
16-Mar-15,2055.35,2081.41,2055.35,2081.19
17-Mar-15,2080.59,2080.59,2065.08,2074.28
18-Mar-15,2072.84,2106.85,2061.23,2099.5
19-Mar-15,2098.69,2098.69,2085.56,2089.27
20-Mar-15,2090.32,2113.92,2090.32,2108.1
23-Mar-15,2107.99,2114.86,2104.42,2104.42
24-Mar-15,2103.94,2107.63,2091.5,2091.5
25-Mar-15,2093.1,2097.43,2061.05,2061.05
26-Mar-15,2059.94,2067.15,2045.5,2056.15
27-Mar-15,2055.78,2062.83,2052.96,2061.02
30-Mar-15,2064.11,2088.97,2064.11,2086.24
31-Mar-15,2084.05,2084.05,2067.04,2067.89
01-Apr-15,2067.63,2067.63,2048.38,2059.69
02-Apr-15,2060.03,2072.17,2057.32,2066.96
06-Apr-15,2064.87,2086.99,2056.52,2080.62
07-Apr-15,2080.79,2089.81,2076.1,2076.33
08-Apr-15,2076.94,2086.69,2073.3,2081.9
09-Apr-15,2081.29,2093.31,2074.29,2091.18
10-Apr-15,2091.51,2102.61,2091.51,2102.06
13-Apr-15,2102.03,2107.65,2092.33,2092.43
14-Apr-15,2092.28,2098.62,2083.24,2095.84
15-Apr-15,2097.82,2111.91,2097.82,2106.63
16-Apr-15,2105.96,2111.3,2100.02,2104.99
17-Apr-15,2102.58,2102.58,2072.37,2081.18
20-Apr-15,2084.11,2103.94,2084.11,2100.4
21-Apr-15,2102.82,2109.64,2094.38,2097.29
22-Apr-15,2098.27,2109.98,2091.05,2107.96
23-Apr-15,2107.21,2120.49,2103.19,2112.93
24-Apr-15,2112.8,2120.92,2112.8,2117.69
27-Apr-15,2119.29,2125.92,2107.04,2108.92
28-Apr-15,2108.35,2116.09,2094.89,2114.76
29-Apr-15,2112.49,2113.65,2097.41,2106.85
30-Apr-15,2105.52,2105.52,2077.59,2085.51
01-May-15,2087.38,2108.41,2087.38,2108.29
04-May-15,2110.23,2120.95,2110.23,2114.49
05-May-15,2112.63,2115.24,2088.46,2089.46
06-May-15,2091.26,2098.42,2067.93,2080.15
07-May-15,2079.96,2092.9,2074.99,2088
08-May-15,2092.13,2117.66,2092.13,2116.1
11-May-15,2115.56,2117.69,2104.58,2105.33
12-May-15,2102.87,2105.06,2085.57,2099.12
13-May-15,2099.62,2110.19,2096.04,2098.48
14-May-15,2100.43,2121.45,2100.43,2121.1
15-May-15,2122.07,2123.89,2116.79,2122.73
18-May-15,2121.3,2131.78,2120.01,2129.2
19-May-15,2129.45,2133.02,2124.5,2127.83
20-May-15,2127.79,2134.72,2122.59,2125.85
21-May-15,2125.55,2134.28,2122.95,2130.82
22-May-15,2130.36,2132.15,2126.06,2126.06
26-May-15,2125.34,2125.34,2099.18,2104.2
27-May-15,2105.13,2126.22,2105.13,2123.48
28-May-15,2122.27,2122.27,2112.86,2120.79
29-May-15,2120.66,2120.66,2104.89,2107.39
01-Jun-15,2108.64,2119.15,2102.54,2111.73
02-Jun-15,2110.41,2117.59,2099.14,2109.6
03-Jun-15,2110.64,2121.92,2109.61,2114.07
04-Jun-15,2112.35,2112.89,2093.23,2095.84
05-Jun-15,2095.09,2100.99,2085.67,2092.83
08-Jun-15,2092.34,2093.01,2079.11,2079.28
09-Jun-15,2079.07,2085.62,2072.14,2080.15
10-Jun-15,2081.12,2108.5,2081.12,2105.2
11-Jun-15,2106.24,2115.02,2106.24,2108.86
12-Jun-15,2107.43,2107.43,2091.33,2094.11
15-Jun-15,2091.34,2091.34,2072.49,2084.43
16-Jun-15,2084.26,2097.4,2082.1,2096.29
17-Jun-15,2097.4,2106.79,2088.86,2100.44
18-Jun-15,2101.58,2126.65,2101.58,2121.24
19-Jun-15,2121.06,2121.64,2109.45,2109.99
22-Jun-15,2112.5,2129.87,2112.5,2122.85
23-Jun-15,2123.16,2128.03,2119.89,2124.2
24-Jun-15,2123.65,2125.1,2108.58,2108.58
25-Jun-15,2109.96,2116.04,2101.78,2102.31
26-Jun-15,2102.62,2108.92,2095.38,2101.49
29-Jun-15,2098.63,2098.63,2056.64,2057.64
30-Jun-15,2061.19,2074.28,2056.32,2063.11
01-Jul-15,2067,2082.78,2067,2077.42
02-Jul-15,2078.03,2085.06,2071.02,2076.78
06-Jul-15,2073.95,2078.61,2058.4,2068.76
07-Jul-15,2069.52,2083.74,2044.02,2081.34
08-Jul-15,2077.66,2077.66,2044.66,2046.68
09-Jul-15,2049.73,2074.28,2049.73,2051.31
10-Jul-15,2052.74,2081.31,2052.74,2076.62
13-Jul-15,2080.03,2100.67,2080.03,2099.6
14-Jul-15,2099.72,2111.98,2098.18,2108.95
15-Jul-15,2109.01,2114.14,2102.49,2107.4
16-Jul-15,2110.55,2124.42,2110.55,2124.29
17-Jul-15,2126.8,2128.91,2119.88,2126.64
20-Jul-15,2126.85,2132.82,2123.65,2128.28
21-Jul-15,2127.55,2128.49,2115.4,2119.21
22-Jul-15,2118.21,2118.51,2110,2114.15
23-Jul-15,2114.16,2116.87,2098.63,2102.15
24-Jul-15,2102.24,2106.01,2077.09,2079.65
27-Jul-15,2078.19,2078.19,2063.52,2067.64
28-Jul-15,2070.75,2095.6,2069.09,2093.25
29-Jul-15,2094.7,2110.6,2094.08,2108.57
30-Jul-15,2106.78,2110.48,2094.97,2108.63
31-Jul-15,2111.6,2114.24,2102.07,2103.84
03-Aug-15,2104.49,2105.7,2087.31,2098.04
04-Aug-15,2097.68,2102.51,2088.6,2093.32
05-Aug-15,2095.27,2112.66,2095.27,2099.84
06-Aug-15,2100.75,2103.32,2075.53,2083.56
07-Aug-15,2082.61,2082.61,2067.91,2077.57
10-Aug-15,2080.98,2105.35,2080.98,2104.18
11-Aug-15,2102.66,2102.66,2076.49,2084.07
12-Aug-15,2081.1,2089.06,2052.09,2086.05
13-Aug-15,2086.19,2092.93,2078.26,2083.39
14-Aug-15,2083.15,2092.45,2080.61,2091.54
17-Aug-15,2089.7,2102.87,2079.3,2102.44
18-Aug-15,2101.99,2103.47,2094.14,2096.92
19-Aug-15,2095.69,2096.17,2070.53,2079.61
20-Aug-15,2076.61,2076.61,2035.73,2035.73
21-Aug-15,2034.08,2034.08,1970.89,1970.89
24-Aug-15,1965.15,1965.15,1867.01,1893.21
25-Aug-15,1898.08,1948.04,1867.08,1867.61
26-Aug-15,1872.75,1943.09,1872.75,1940.51
27-Aug-15,1942.77,1989.6,1942.77,1987.66
28-Aug-15,1986.06,1993.48,1975.19,1988.87
31-Aug-15,1986.73,1986.73,1965.98,1972.18
01-Sep-15,1970.09,1970.09,1903.07,1913.85
02-Sep-15,1916.52,1948.91,1916.52,1948.86
03-Sep-15,1950.79,1975.01,1944.72,1951.13
04-Sep-15,1947.76,1947.76,1911.21,1921.22
08-Sep-15,1927.3,1970.42,1927.3,1969.41
09-Sep-15,1971.45,1988.63,1937.88,1942.04
10-Sep-15,1941.59,1965.29,1937.19,1952.29
11-Sep-15,1951.45,1961.05,1939.19,1961.05
14-Sep-15,1963.06,1963.06,1948.27,1953.03
15-Sep-15,1955.1,1983.19,1954.3,1978.09
16-Sep-15,1978.02,1997.26,1977.93,1995.31
17-Sep-15,1995.33,2020.86,1986.73,1990.2
18-Sep-15,1989.66,1989.66,1953.45,1958.03
21-Sep-15,1960.84,1979.64,1955.8,1966.97
22-Sep-15,1961.39,1961.39,1929.22,1942.74
23-Sep-15,1943.24,1949.52,1932.57,1938.76
24-Sep-15,1934.81,1937.17,1908.92,1932.24
25-Sep-15,1935.93,1952.89,1921.5,1931.34
28-Sep-15,1929.18,1929.18,1879.21,1881.77
29-Sep-15,1881.9,1899.48,1871.91,1884.09
30-Sep-15,1887.14,1920.53,1887.14,1920.03
01-Oct-15,1919.65,1927.21,1900.7,1923.82
02-Oct-15,1921.77,1951.36,1893.7,1951.36
05-Oct-15,1954.33,1989.17,1954.33,1987.05
06-Oct-15,1986.63,1991.62,1971.99,1979.92
07-Oct-15,1982.34,1999.31,1976.44,1995.83
08-Oct-15,1994.01,2016.5,1987.53,2013.43
09-Oct-15,2013.73,2020.13,2007.61,2014.89
12-Oct-15,2015.65,2018.66,2010.55,2017.46
13-Oct-15,2015,2022.34,2001.78,2003.69
14-Oct-15,2003.66,2009.56,1990.73,1994.24
15-Oct-15,1996.47,2024.15,1996.47,2023.86
16-Oct-15,2024.37,2033.54,2020.46,2033.11
19-Oct-15,2031.73,2034.45,2022.31,2033.66
20-Oct-15,2033.13,2039.12,2026.61,2030.77
21-Oct-15,2033.47,2037.97,2017.22,2018.94
22-Oct-15,2021.88,2055.2,2021.88,2052.51
23-Oct-15,2058.19,2079.74,2058.19,2075.15
26-Oct-15,2075.08,2075.14,2066.53,2071.18
27-Oct-15,2068.75,2070.37,2058.84,2065.89
28-Oct-15,2066.48,2090.35,2063.11,2090.35
29-Oct-15,2088.35,2092.52,2082.63,2089.41
30-Oct-15,2090,2094.32,2079.34,2079.36
02-Nov-15,2080.76,2106.2,2080.76,2104.05
03-Nov-15,2102.63,2116.48,2097.51,2109.79
04-Nov-15,2110.6,2114.59,2096.98,2102.31
05-Nov-15,2101.68,2108.78,2090.41,2099.93
06-Nov-15,2098.6,2101.91,2083.74,2099.2
09-Nov-15,2096.56,2096.56,2068.24,2078.58
10-Nov-15,2077.19,2083.67,2069.91,2081.72
11-Nov-15,2083.41,2086.94,2074.85,2075
12-Nov-15,2072.29,2072.29,2045.66,2045.97
13-Nov-15,2044.64,2044.64,2022.02,2023.04
16-Nov-15,2022.08,2053.22,2019.39,2053.19
17-Nov-15,2053.67,2066.69,2045.9,2050.44
18-Nov-15,2051.99,2085.31,2051.99,2083.58
19-Nov-15,2083.7,2086.74,2078.76,2081.24
20-Nov-15,2082.82,2097.06,2082.82,2089.17
23-Nov-15,2089.41,2095.61,2081.39,2086.59
24-Nov-15,2084.42,2094.12,2070.29,2089.14
25-Nov-15,2089.3,2093,2086.3,2088.87
27-Nov-15,2088.82,2093.29,2084.13,2090.11
30-Nov-15,2090.95,2093.81,2080.41,2080.41
01-Dec-15,2082.93,2103.37,2082.93,2102.63
02-Dec-15,2101.71,2104.27,2077.11,2079.51
03-Dec-15,2080.71,2085,2042.35,2049.62
04-Dec-15,2051.24,2093.84,2051.24,2091.69
07-Dec-15,2090.42,2090.42,2066.78,2077.07
08-Dec-15,2073.39,2073.85,2052.32,2063.59
09-Dec-15,2061.17,2080.33,2036.53,2047.62
10-Dec-15,2047.93,2067.65,2045.67,2052.23
11-Dec-15,2047.27,2047.27,2008.8,2012.37
14-Dec-15,2013.37,2022.92,1993.26,2021.94
15-Dec-15,2025.55,2053.87,2025.55,2043.41
16-Dec-15,2046.5,2076.72,2042.43,2073.07
17-Dec-15,2073.76,2076.37,2041.66,2041.89
18-Dec-15,2040.81,2040.81,2005.33,2005.55
21-Dec-15,2010.27,2022.9,2005.93,2021.15
22-Dec-15,2023.15,2042.74,2020.49,2038.97
23-Dec-15,2042.2,2064.73,2042.2,2064.29
24-Dec-15,2063.52,2067.36,2058.73,2060.99
28-Dec-15,2057.77,2057.77,2044.2,2056.5
29-Dec-15,2060.54,2081.56,2060.54,2078.36
30-Dec-15,2077.34,2077.34,2061.97,2063.36
31-Dec-15,2060.59,2062.54,2043.62,2043.94
04-Jan-16,2038.2,2038.2,1989.68,2012.66
05-Jan-16,2013.78,2021.94,2004.17,2016.71
06-Jan-16,2011.71,2011.71,1979.05,1990.26
07-Jan-16,1985.32,1985.32,1938.83,1943.09
08-Jan-16,1945.97,1960.4,1918.46,1922.03
11-Jan-16,1926.12,1935.65,1901.1,1923.67
12-Jan-16,1927.83,1947.38,1914.35,1938.68
13-Jan-16,1940.34,1950.33,1886.41,1890.28
14-Jan-16,1891.68,1934.47,1878.93,1921.84
15-Jan-16,1916.68,1916.68,1857.83,1880.33
19-Jan-16,1888.66,1901.44,1864.6,1881.33
20-Jan-16,1876.18,1876.18,1812.29,1859.33
21-Jan-16,1861.46,1889.85,1848.98,1868.99
22-Jan-16,1877.4,1908.85,1877.4,1906.9
25-Jan-16,1906.28,1906.28,1875.97,1877.08
26-Jan-16,1878.79,1906.73,1878.79,1903.63
27-Jan-16,1902.52,1916.99,1872.7,1882.95
28-Jan-16,1885.22,1902.96,1873.65,1893.36
29-Jan-16,1894,1940.24,1894,1940.24
01-Feb-16,1936.94,1947.2,1920.3,1939.38
02-Feb-16,1935.26,1935.26,1897.29,1903.03
03-Feb-16,1907.07,1918.01,1872.23,1912.53
04-Feb-16,1911.67,1927.35,1900.52,1915.45
05-Feb-16,1913.07,1913.07,1872.65,1880.05
08-Feb-16,1873.25,1873.25,1828.46,1853.44
09-Feb-16,1848.46,1868.25,1834.94,1852.21
10-Feb-16,1857.1,1881.6,1850.32,1851.86
11-Feb-16,1847,1847,1810.1,1829.08
12-Feb-16,1833.4,1864.78,1833.4,1864.78
16-Feb-16,1871.44,1895.77,1871.44,1895.58
17-Feb-16,1898.8,1930.68,1898.8,1926.82
18-Feb-16,1927.57,1930,1915.09,1917.83
19-Feb-16,1916.74,1918.78,1902.17,1917.78
22-Feb-16,1924.44,1946.7,1924.44,1945.5
23-Feb-16,1942.38,1942.38,1919.44,1921.27
24-Feb-16,1917.56,1932.08,1891,1929.8
25-Feb-16,1931.87,1951.83,1925.41,1951.7
26-Feb-16,1954.95,1962.96,1945.78,1948.05
29-Feb-16,1947.13,1958.27,1931.81,1932.23
01-Mar-16,1937.09,1978.35,1937.09,1978.35
02-Mar-16,1976.6,1986.51,1968.8,1986.45
03-Mar-16,1985.6,1993.69,1977.37,1993.4
04-Mar-16,1994.01,2009.13,1986.77,1999.99
07-Mar-16,1996.11,2006.12,1989.38,2001.76
08-Mar-16,1996.88,1996.88,1977.43,1979.26
09-Mar-16,1981.44,1992.69,1979.84,1989.26
10-Mar-16,1990.97,2005.08,1969.25,1989.57
11-Mar-16,1994.71,2022.37,1994.71,2022.19
14-Mar-16,2019.27,2024.57,2012.05,2019.64
15-Mar-16,2015.27,2015.94,2005.23,2015.93
16-Mar-16,2014.24,2032.02,2010.04,2027.22
17-Mar-16,2026.9,2046.24,2022.16,2040.59
18-Mar-16,2041.16,2052.36,2041.16,2049.58
21-Mar-16,2047.88,2053.91,2043.14,2051.6
22-Mar-16,2048.64,2056.6,2040.57,2049.8
23-Mar-16,2048.55,2048.55,2034.86,2036.71
24-Mar-16,2032.48,2036.04,2022.49,2035.94
28-Mar-16,2037.89,2042.67,2031.96,2037.05
29-Mar-16,2035.75,2055.91,2028.31,2055.01
30-Mar-16,2058.27,2072.21,2058.27,2063.95
31-Mar-16,2063.77,2067.92,2057.46,2059.74
01-Apr-16,2056.62,2075.07,2043.98,2072.78
04-Apr-16,2073.19,2074.02,2062.57,2066.13
05-Apr-16,2062.5,2062.5,2042.56,2045.17
06-Apr-16,2045.56,2067.33,2043.09,2066.66
07-Apr-16,2063.01,2063.01,2033.8,2041.91
08-Apr-16,2045.54,2060.63,2041.69,2047.6
11-Apr-16,2050.23,2062.93,2041.88,2041.99
12-Apr-16,2043.72,2065.05,2039.74,2061.72
13-Apr-16,2065.92,2083.18,2065.92,2082.42
14-Apr-16,2082.89,2087.84,2078.13,2082.78
15-Apr-16,2083.1,2083.22,2076.31,2080.73
18-Apr-16,2078.83,2094.66,2073.65,2094.34
19-Apr-16,2096.05,2104.05,2091.68,2100.8
20-Apr-16,2101.52,2111.05,2096.32,2102.4
21-Apr-16,2102.09,2103.78,2088.52,2091.48
22-Apr-16,2091.49,2094.32,2081.2,2091.58
25-Apr-16,2089.37,2089.37,2077.52,2087.79
26-Apr-16,2089.84,2096.87,2085.8,2091.7
27-Apr-16,2092.33,2099.89,2082.31,2095.15
28-Apr-16,2090.93,2099.3,2071.62,2075.81
29-Apr-16,2071.82,2073.85,2052.28,2065.3
02-May-16,2067.17,2083.42,2066.11,2081.43
03-May-16,2077.18,2077.18,2054.89,2063.37
04-May-16,2060.3,2060.3,2045.55,2051.12
05-May-16,2052.95,2060.23,2045.77,2050.63
06-May-16,2047.77,2057.72,2039.45,2057.14
09-May-16,2057.55,2064.15,2054.31,2058.69
10-May-16,2062.63,2084.87,2062.63,2084.39
11-May-16,2083.29,2083.29,2064.46,2064.46
12-May-16,2067.17,2073.99,2053.13,2064.11
13-May-16,2062.5,2066.79,2043.13,2046.61
16-May-16,2046.53,2071.88,2046.53,2066.66
17-May-16,2065.04,2065.69,2040.82,2047.21
18-May-16,2044.38,2060.61,2034.49,2047.63
19-May-16,2044.21,2044.21,2025.91,2040.04
20-May-16,2041.88,2058.35,2041.88,2052.32
23-May-16,2052.23,2055.58,2047.26,2048.04
24-May-16,2052.65,2079.67,2052.65,2076.06
25-May-16,2078.93,2094.73,2078.93,2090.54
26-May-16,2091.44,2094.3,2087.08,2090.1
27-May-16,2090.06,2099.06,2090.06,2099.06
31-May-16,2100.13,2103.48,2088.66,2096.96
01-Jun-16,2093.94,2100.97,2085.1,2099.33
02-Jun-16,2097.71,2105.26,2088.59,2105.26
03-Jun-16,2104.07,2104.07,2085.36,2099.13
06-Jun-16,2100.83,2113.36,2100.83,2109.41
07-Jun-16,2110.18,2119.22,2110.18,2112.13
08-Jun-16,2112.71,2120.55,2112.71,2119.12
09-Jun-16,2115.65,2117.64,2107.73,2115.48
10-Jun-16,2109.57,2109.57,2089.96,2096.07
13-Jun-16,2091.75,2098.12,2078.46,2079.06
14-Jun-16,2076.65,2081.3,2064.1,2075.32
15-Jun-16,2077.6,2085.65,2069.8,2071.5
16-Jun-16,2066.36,2079.62,2050.37,2077.99
17-Jun-16,2078.2,2078.2,2062.84,2071.22
20-Jun-16,2075.58,2100.66,2075.58,2083.25
21-Jun-16,2085.19,2093.66,2083.02,2088.9
22-Jun-16,2089.75,2099.71,2084.36,2085.45
23-Jun-16,2092.8,2113.32,2092.8,2113.32
24-Jun-16,2103.81,2103.81,2032.57,2037.41
27-Jun-16,2031.45,2031.45,1991.68,2000.54
28-Jun-16,2006.67,2036.09,2006.67,2036.09
29-Jun-16,2042.69,2073.13,2042.69,2070.77
30-Jun-16,2073.17,2098.94,2070,2098.86
01-Jul-16,2099.34,2108.71,2097.9,2102.95
05-Jul-16,2095.05,2095.05,2080.86,2088.55
06-Jul-16,2084.43,2100.72,2074.02,2099.73
07-Jul-16,2100.42,2109.08,2089.39,2097.9
08-Jul-16,2106.97,2131.71,2106.97,2129.9
11-Jul-16,2131.72,2143.16,2131.72,2137.16
12-Jul-16,2139.5,2155.4,2139.5,2152.14
13-Jul-16,2153.81,2156.45,2146.21,2152.43
14-Jul-16,2157.88,2168.99,2157.88,2163.75
15-Jul-16,2165.13,2169.05,2155.79,2161.74
18-Jul-16,2162.04,2168.35,2159.63,2166.89
19-Jul-16,2163.79,2164.63,2159.01,2163.78
20-Jul-16,2166.1,2175.63,2164.89,2173.02
21-Jul-16,2172.91,2174.56,2159.75,2165.17
22-Jul-16,2166.47,2175.11,2163.24,2175.03
25-Jul-16,2173.71,2173.71,2161.95,2168.48
26-Jul-16,2168.97,2173.54,2160.18,2169.18
27-Jul-16,2169.81,2174.98,2159.07,2166.58
28-Jul-16,2166.05,2172.85,2159.74,2170.06
29-Jul-16,2168.83,2177.09,2163.49,2173.6
01-Aug-16,2173.15,2178.29,2166.21,2170.84
02-Aug-16,2169.94,2170.2,2147.58,2157.03
03-Aug-16,2156.81,2163.79,2152.56,2163.79
04-Aug-16,2163.51,2168.19,2159.07,2164.25
05-Aug-16,2168.79,2182.87,2168.79,2182.87
08-Aug-16,2183.76,2185.44,2177.85,2180.89
09-Aug-16,2182.24,2187.66,2178.61,2181.74
10-Aug-16,2182.81,2183.41,2172,2175.49
11-Aug-16,2177.97,2188.45,2177.97,2185.79
12-Aug-16,2183.74,2186.28,2179.42,2184.05
15-Aug-16,2186.08,2193.81,2186.08,2190.15
16-Aug-16,2186.24,2186.24,2178.14,2178.15
17-Aug-16,2177.84,2183.08,2168.5,2182.22
18-Aug-16,2181.9,2187.03,2180.46,2187.02
19-Aug-16,2184.24,2185,2175.13,2183.87
22-Aug-16,2181.58,2185.15,2175.96,2182.64
23-Aug-16,2187.81,2193.42,2186.8,2186.9
24-Aug-16,2185.09,2186.66,2171.25,2175.44
25-Aug-16,2173.29,2179,2169.74,2172.47
26-Aug-16,2175.1,2187.94,2160.39,2169.04
29-Aug-16,2170.19,2183.48,2170.19,2180.38
30-Aug-16,2179.45,2182.27,2170.41,2176.12
31-Aug-16,2173.56,2173.79,2161.35,2170.95
01-Sep-16,2171.33,2173.56,2157.09,2170.86
02-Sep-16,2177.49,2184.87,2173.59,2179.98
06-Sep-16,2181.61,2186.57,2175.1,2186.48
07-Sep-16,2185.17,2187.87,2179.07,2186.16
08-Sep-16,2182.76,2184.94,2177.49,2181.3
09-Sep-16,2169.08,2169.08,2127.81,2127.81
12-Sep-16,2120.86,2163.3,2119.12,2159.04
13-Sep-16,2150.47,2150.47,2120.27,2127.02
14-Sep-16,2127.86,2141.33,2119.9,2125.77
15-Sep-16,2125.36,2151.31,2122.36,2147.26
16-Sep-16,2146.48,2146.48,2131.2,2139.16
19-Sep-16,2143.99,2153.61,2135.91,2139.12
20-Sep-16,2145.94,2150.8,2139.17,2139.76
21-Sep-16,2144.58,2165.11,2139.57,2163.12
22-Sep-16,2170.94,2179.99,2170.94,2177.18
23-Sep-16,2173.29,2173.75,2163.97,2164.69
26-Sep-16,2158.54,2158.54,2145.04,2146.1
27-Sep-16,2146.04,2161.13,2141.55,2159.93
28-Sep-16,2161.85,2172.4,2151.79,2171.37
29-Sep-16,2168.9,2172.67,2145.2,2151.13
30-Sep-16,2156.51,2175.3,2156.51,2168.27
03-Oct-16,2164.33,2164.41,2154.77,2161.2
04-Oct-16,2163.37,2165.46,2144.01,2150.49
05-Oct-16,2155.15,2163.95,2155.15,2159.73
06-Oct-16,2158.22,2162.93,2150.28,2160.77
07-Oct-16,2164.19,2165.86,2144.85,2153.74
10-Oct-16,2160.39,2169.6,2160.39,2163.66
11-Oct-16,2161.35,2161.56,2128.84,2136.73
12-Oct-16,2137.67,2145.36,2132.77,2139.18
13-Oct-16,2130.26,2138.19,2114.74,2132.55
14-Oct-16,2139.68,2149.19,2132.98,2132.98
17-Oct-16,2132.95,2135.61,2124.43,2126.5
18-Oct-16,2138.31,2144.38,2135.49,2139.6
19-Oct-16,2140.81,2148.44,2138.15,2144.29
20-Oct-16,2142.51,2147.18,2133.44,2141.34
21-Oct-16,2139.43,2142.63,2130.09,2141.16
24-Oct-16,2148.5,2154.79,2146.91,2151.33
25-Oct-16,2149.72,2151.44,2141.93,2143.16
26-Oct-16,2136.97,2145.73,2131.59,2139.43
27-Oct-16,2144.06,2147.13,2132.52,2133.04
28-Oct-16,2132.23,2140.72,2119.36,2126.41
31-Oct-16,2129.78,2133.25,2125.53,2126.15
01-Nov-16,2128.68,2131.45,2097.85,2111.72
02-Nov-16,2109.43,2111.76,2094,2097.94
03-Nov-16,2098.8,2102.56,2085.23,2088.66
04-Nov-16,2083.79,2099.07,2083.79,2085.18
07-Nov-16,2100.59,2132,2100.59,2131.52
08-Nov-16,2129.92,2146.87,2123.56,2139.56
09-Nov-16,2131.56,2170.1,2125.35,2163.26
10-Nov-16,2167.49,2182.3,2151.17,2167.48
11-Nov-16,2162.71,2165.92,2152.49,2164.45
14-Nov-16,2165.64,2171.36,2156.08,2164.2
15-Nov-16,2168.29,2180.84,2166.38,2180.39
16-Nov-16,2177.53,2179.22,2172.2,2176.94
17-Nov-16,2178.61,2188.06,2176.65,2187.12
18-Nov-16,2186.85,2189.89,2180.38,2181.9
21-Nov-16,2186.43,2198.7,2186.43,2198.18
22-Nov-16,2201.56,2204.8,2194.51,2202.94
23-Nov-16,2198.55,2204.72,2194.51,2204.72
25-Nov-16,2206.27,2213.35,2206.27,2213.35
28-Nov-16,2210.21,2211.14,2200.36,2201.72
29-Nov-16,2200.76,2210.46,2198.15,2204.66
30-Nov-16,2204.97,2214.1,2198.81,2198.81
01-Dec-16,2200.17,2202.6,2187.44,2191.08
02-Dec-16,2191.12,2197.95,2188.37,2191.95
05-Dec-16,2200.65,2209.42,2199.97,2204.71
06-Dec-16,2207.26,2212.78,2202.21,2212.23
07-Dec-16,2210.72,2241.63,2208.93,2241.35
08-Dec-16,2241.13,2251.69,2237.57,2246.19
09-Dec-16,2249.73,2259.8,2249.23,2259.53
12-Dec-16,2258.83,2264.03,2252.37,2256.96
13-Dec-16,2263.32,2277.53,2263.32,2271.72
14-Dec-16,2268.35,2276.2,2248.44,2253.28
15-Dec-16,2253.77,2272.12,2253.77,2262.03
16-Dec-16,2266.81,2268.05,2254.24,2258.07
19-Dec-16,2259.24,2267.47,2258.21,2262.53
20-Dec-16,2266.5,2272.56,2266.14,2270.76
21-Dec-16,2270.54,2271.23,2265.15,2265.18
22-Dec-16,2262.93,2263.18,2256.08,2260.96
23-Dec-16,2260.25,2263.79,2258.84,2263.79
27-Dec-16,2266.23,2273.82,2266.15,2268.88
28-Dec-16,2270.23,2271.31,2249.11,2249.92
29-Dec-16,2249.5,2254.51,2244.56,2249.26
30-Dec-16,2251.61,2253.58,2233.62,2238.83
03-Jan-17,2251.57,2263.88,2245.13,2257.83
04-Jan-17,2261.6,2272.82,2261.6,2270.75
05-Jan-17,2268.18,2271.5,2260.45,2269
06-Jan-17,2271.14,2282.1,2264.06,2276.98
09-Jan-17,2273.59,2275.49,2268.9,2268.9
10-Jan-17,2269.72,2279.27,2265.27,2268.9
11-Jan-17,2268.6,2275.32,2260.83,2275.32
12-Jan-17,2271.14,2271.78,2254.25,2270.44
13-Jan-17,2272.74,2278.68,2271.51,2274.64
17-Jan-17,2269.14,2272.08,2262.81,2267.89
